Id,Label,Object,Size
ex:StatesOfMind_Ch1_Pg17,ex:StatesOfMind_Ch1_Pg17
cbo:Page,cbo:Page,rdf:type,0
ex:StatesOfMind_Ch2_Pg21_P3,ex:StatesOfMind_Ch2_Pg21_P3
cbo:Panel,cbo:Panel,rdf:type,0
ex:StatesOfMind_Ch1_Pg17_P1,ex:StatesOfMind_Ch1_Pg17_P1
meddra:10033664,meddra:10033664,schema:about,20
ex:StatesOfMind_Ch2_Pg21_P2,ex:StatesOfMind_Ch2_Pg21_P2
meddra:10042209,meddra:10042209,schema:about,20
ex:StatesOfMind_Ch2_Pg21,ex:StatesOfMind_Ch2_Pg21
ex:StatesOfMind_Ch2_Pg21_P2,ex:StatesOfMind_Ch2_Pg21_P2,cbo:panel,30
ncit:C113630,ncit:C113630
schema:Intangible,schema:Intangible,rdf:type,0
ncit:C95555,ncit:C95555
schema:Intangible,schema:Intangible,rdf:type,0
ex:StatesOfMind_Ch1_Pg17_P1,ex:StatesOfMind_Ch1_Pg17_P1
cbo:Panel,cbo:Panel,rdf:type,0
ex:StatesOfMind_Ch1_Pg16,ex:StatesOfMind_Ch1_Pg16
cbo:Page,cbo:Page,rdf:type,0
ex:StatesOfMind_Ch2_Pg29_P3,ex:StatesOfMind_Ch2_Pg29_P3
cbo:Panel,cbo:Panel,rdf:type,0
meddra:10033664,meddra:10033664
schema:Intangible,schema:Intangible,rdf:type,0
ex:StatesOfMind_Ch2_Pg29,ex:StatesOfMind_Ch2_Pg29
cbo:Page,cbo:Page,rdf:type,0
ex:StatesOfMind_Ch5_Pg88,ex:StatesOfMind_Ch5_Pg88
cbo:Page,cbo:Page,rdf:type,0
ex:StatesOfMind_Ch5_Pg88_P2,ex:StatesOfMind_Ch5_Pg88_P2
meddra:10080523,meddra:10080523,schema:about,20
ex:StatesOfMind_Ch1_Pg17_P2,ex:StatesOfMind_Ch1_Pg17_P2
meddra:10033664,meddra:10033664,schema:about,20
comics_1963646:3467081,comics_1963646:3467081
ex:StatesOfMind_Ch2_Pg21,ex:StatesOfMind_Ch2_Pg21,cbo:page,40
comics:1963646,comics:1963646
comics_1963646:3467081,comics_1963646:3467081,cbo:story,50
ex:StatesOfMind_Ch2_Pg21,ex:StatesOfMind_Ch2_Pg21
ex:StatesOfMind_Ch2_Pg21_P3,ex:StatesOfMind_Ch2_Pg21_P3,cbo:panel,30
ex:StatesOfMind_Ch6_Pg107,ex:StatesOfMind_Ch6_Pg107
lcsh:sh85080541,lcsh:sh85080541,schema:about,20
ex:StatesOfMind_Ch1_Pg16_P4,ex:StatesOfMind_Ch1_Pg16_P4
meddra:10033664,meddra:10033664,schema:about,20
ex:StatesOfMind_Ch1_Pg16_P3,ex:StatesOfMind_Ch1_Pg16_P3
meddra:10033664,meddra:10033664,schema:about,20
ex:StatesOfMind_Ch1_Pg16_P6,ex:StatesOfMind_Ch1_Pg16_P6
cbo:Panel,cbo:Panel,rdf:type,0
meddra:10080523,meddra:10080523
"Involuntary Commitment","Involuntary Commitment",schema:name,10
ex:StatesOfMind_Ch1_Pg16_P6,ex:StatesOfMind_Ch1_Pg16_P6
meddra:10033664,meddra:10033664,schema:about,20
meddra:10080523,meddra:10080523
schema:Intangible,schema:Intangible,rdf:type,0
ex:StatesOfMind_Ch2_Pg21_P3,ex:StatesOfMind_Ch2_Pg21_P3
meddra:10042209,meddra:10042209,schema:about,20
ex:StatesOfMind_Ch2_Pg21_P2,ex:StatesOfMind_Ch2_Pg21_P2
cbo:Panel,cbo:Panel,rdf:type,0
comics_1963646:3467078,comics_1963646:3467078
cbo:Story,cbo:Story,rdf:type,0
ex:StatesOfMind_Ch1_Pg17,ex:StatesOfMind_Ch1_Pg17
ex:StatesOfMind_Ch1_Pg17_P2,ex:StatesOfMind_Ch1_Pg17_P2,cbo:panel,30
meddra:10016275,meddra:10016275
schema:Intangible,schema:Intangible,rdf:type,0
ex:StatesOfMind_Ch2_Pg29,ex:StatesOfMind_Ch2_Pg29
ex:StatesOfMind_Ch2_Pg29_P3,ex:StatesOfMind_Ch2_Pg29_P3,cbo:panel,30
ex:StatesOfMind_Ch5_Pg88_G1,ex:StatesOfMind_Ch5_Pg88_G1
meddra:10016275,meddra:10016275,schema:about,20
ex:StatesOfMind_Ch5_Pg88,ex:StatesOfMind_Ch5_Pg88
ex:StatesOfMind_Ch5_Pg88_G1,ex:StatesOfMind_Ch5_Pg88_G1,cbo:gutter,35
comics:1963646,comics:1963646
comics_1963646:3467077,comics_1963646:3467077,cbo:story,50
ncit:C79120,ncit:C79120
"Tercian","Tercian",schema:name,10
lcsh:sh85080541,lcsh:sh85080541
"Bipolar Disorder","Bipolar Disorder",schema:name,10
comics_1963646:3467081,comics_1963646:3467081
ex:StatesOfMind_Ch2_Pg29,ex:StatesOfMind_Ch2_Pg29,cbo:page,40
lcsh:sh85080541,lcsh:sh85080541
schema:Intangible,schema:Intangible,rdf:type,0
comics_1963646:3467086,comics_1963646:3467086
ex:StatesOfMind_Ch1_Pg17,ex:StatesOfMind_Ch1_Pg17,cbo:page,40
meddra:10033664,meddra:10033664
"Panic Attack","Panic Attack",schema:name,10
ncit:C113630,ncit:C113630
"Loss of Appetite","Loss of Appetite",schema:name,10
meddra:10016275,meddra:10016275
"Fear","Fear",schema:name,10
ex:StatesOfMind_Ch2_Pg29_P3,ex:StatesOfMind_Ch2_Pg29_P3
ncit:C113630,ncit:C113630,schema:about,20
ex:StatesOfMind_Ch5_Pg88_G1,ex:StatesOfMind_Ch5_Pg88_G1
cbo:Gutter,cbo:Gutter,rdf:type,0
comics_1963646:3467077,comics_1963646:3467077
cbo:Story,cbo:Story,rdf:type,0
comics_1963646:3467078,comics_1963646:3467078
ex:StatesOfMind_Ch5_Pg88,ex:StatesOfMind_Ch5_Pg88,cbo:page,40
ex:StatesOfMind_Ch5_Pg88_G1,ex:StatesOfMind_Ch5_Pg88_G1
ex:StatesOfMind_Ch5_Pg88_P2,ex:StatesOfMind_Ch5_Pg88_P2,cbo:panel,30
ex:StatesOfMind_Ch1_Pg17,ex:StatesOfMind_Ch1_Pg17
ex:StatesOfMind_Ch1_Pg17_P1,ex:StatesOfMind_Ch1_Pg17_P1,cbo:panel,30
ex:StatesOfMind_Ch1_Pg16,ex:StatesOfMind_Ch1_Pg16
ex:StatesOfMind_Ch1_Pg16_P6,ex:StatesOfMind_Ch1_Pg16_P6,cbo:panel,30
ex:StatesOfMind_Ch1_Pg17_P2,ex:StatesOfMind_Ch1_Pg17_P2
cbo:Panel,cbo:Panel,rdf:type,0
comics:1963646,comics:1963646
comics_1963646:3467086,comics_1963646:3467086,cbo:story,50
ex:StatesOfMind_Ch1_Pg16_P4,ex:StatesOfMind_Ch1_Pg16_P4
cbo:Panel,cbo:Panel,rdf:type,0
ncit:C95555,ncit:C95555
"Guilt","Guilt",schema:name,10
ex:StatesOfMind_Ch5_Pg88,ex:StatesOfMind_Ch5_Pg88
ex:StatesOfMind_Ch5_Pg88_P2,ex:StatesOfMind_Ch5_Pg88_P2,cbo:panel,30
meddra:10042209,meddra:10042209
"Stress","Stress",schema:name,10
ex:StatesOfMind_Ch1_Pg16_P3,ex:StatesOfMind_Ch1_Pg16_P3
cbo:Panel,cbo:Panel,rdf:type,0
comics_1963646:3467086,comics_1963646:3467086
ex:StatesOfMind_Ch1_Pg16,ex:StatesOfMind_Ch1_Pg16,cbo:page,40
meddra:10042209,meddra:10042209
schema:Intangible,schema:Intangible,rdf:type,0
ex:StatesOfMind_Ch1_Pg16,ex:StatesOfMind_Ch1_Pg16
ex:StatesOfMind_Ch1_Pg16_P3,ex:StatesOfMind_Ch1_Pg16_P3,cbo:panel,30
ex:StatesOfMind_Ch5_Pg88_P2,ex:StatesOfMind_Ch5_Pg88_P2
cbo:Panel,cbo:Panel,rdf:type,0
ex:StatesOfMind_Ch1_Pg16,ex:StatesOfMind_Ch1_Pg16
ex:StatesOfMind_Ch1_Pg16_P4,ex:StatesOfMind_Ch1_Pg16_P4,cbo:panel,30
comics_1963646:3467081,comics_1963646:3467081
cbo:Story,cbo:Story,rdf:type,0
comics:1963646,comics:1963646
cbo:Comic,cbo:Comic,rdf:type,0
ncit:C79120,ncit:C79120
schema:Intangible,schema:Intangible,rdf:type,0
comics:1963646,comics:1963646
comics_1963646:3467078,comics_1963646:3467078,cbo:story,50
ex:StatesOfMind_Ch5_Pg88_G1,ex:StatesOfMind_Ch5_Pg88_G1
ncit:C95555,ncit:C95555,schema:about,20
ex:StatesOfMind_Ch2_Pg29_P3,ex:StatesOfMind_Ch2_Pg29_P3
ncit:C79120,ncit:C79120,schema:about,20
ex:StatesOfMind_Ch6_Pg107,ex:StatesOfMind_Ch6_Pg107
cbo:Page,cbo:Page,rdf:type,0
comics_1963646:3467077,comics_1963646:3467077
ex:StatesOfMind_Ch6_Pg107,ex:StatesOfMind_Ch6_Pg107,cbo:page,40
ex:StatesOfMind_Ch2_Pg21,ex:StatesOfMind_Ch2_Pg21
cbo:Page,cbo:Page,rdf:type,0
comics_1963646:3467086,comics_1963646:3467086
cbo:Story,cbo:Story,rdf:type,0
