Comic,Story,Page,Panel,Label,About
#StatesOfMind,#StatesOfMind_Ch1,#StatesOfMind_Ch1_Page14,#StatesOfMind_Ch1_Page14_Panel2,Obsessive Compulsive Behavior,http://purl.bioontology.org/ontology/ICD10CM/R46.81
